,user,id,date,hashtags,text
1851,PuneTimesOnline,1302218215729164288,2020-09-05 15:13:11+00:00,#KaunBanegaCrorepati12 #coronavirus,days ago reported two crew members kaunbanegacrorepati12 tested positive coronavirus however channel refuted claim
1852,PostWorld,1302218214814945280,2020-09-05 15:13:11+00:00,,ultraorthodox jews clash secular israeli officials coronavirus measures
1853,shehzadyounis,1302218188944535552,2020-09-05 15:13:04+00:00,,india became third country world surpass 4 million total coronavirus cases record rise saturday following us brazil
1854,Ladi_t_1986,1302218186381762560,2020-09-05 15:13:04+00:00,,looks like people saying f corona virus
1855,LeeSpaner,1302218180845277184,2020-09-05 15:13:03+00:00,#coronavirus #TrumpIsALoser,coronavirus still trumpisaloser still latter goes former also
1856,countingcovid,1302218179817725952,2020-09-05 15:13:02+00:00,#coronavirus #California #Texas #Florida #NewYork #Georgia #Illinois #Arizona #NewJersey #NorthCarolina #Tennessee,coronavirus cases state sep 4 11pm et top 10 1 california 730662 2 texas 651350 3 florida 640211 4 newyork 437971 5 georgia 279354 6 illinois 247298 7 arizona 204681 8 newjersey 193422 9 northcarolina 174253 10 tennessee 160597 jhu
1857,pirate5000,1302218179574468608,2020-09-05 15:13:02+00:00,,coronavirus tests may picking traces dead virus means immune system killed virus testing vaccines needed vaccines redundant
1858,papergoodnews,1302218169206091776,2020-09-05 15:13:00+00:00,#Bieber #Jesus,megastar justin bieber model wife hailey told fans peace anchor coronavirus storm jesus christ see sept ed
1859,GailLitchfield3,1302218138533142528,2020-09-05 15:12:52+00:00,,corona virus still reeking havoc realdonaldtrump dont forget american people still focused
1860,BarusArus,1302218109470806016,2020-09-05 15:12:45+00:00,,us coronavirus deaths projected double 410000 january
1861,ClashyRL,1302218107755401216,2020-09-05 15:12:45+00:00,#2020mood #coronavirus #FYP #fyp #SleepyJoe,good morning yall im gonna state today return sometime tomorrow much love yall 2020mood coronavirus fyp fyp sleepyjoe
1862,FUNKNA,1302218105393995776,2020-09-05 15:12:45+00:00,,stop breeding canada calls masked sex one night stand risk transmission novel coronavirus semen vaginal fluids low said dr tam new partners increases risk contracting transmitting covid19
1863,AskSmythsToys,1302218092802650112,2020-09-05 15:12:42+00:00,,hi lisa unfortunately careful consideration position run instore promotion year due concerns coronavirus amp restrictions place stores health safety customers staff
1864,scorthine93,1302218092169355264,2020-09-05 15:12:41+00:00,,coronavirus primary schools greater risk home pupils staff bbc news
1865,COVIDLive,1302218090558750720,2020-09-05 15:12:41+00:00,#coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic,649 new cases 10 new deaths libya 1312 gmt coronavirus coronavirusupdate covid19 coronaviruspandemic
1866,SamanthaSampow,1302218080291037184,2020-09-05 15:12:39+00:00,,anyone doesnt see coronavirus pretext usherin nwo automated everything giving faultless excuse lay human workers amp replace ai bring ubi etc damn noob
1867,BalaVadlamuri,1302218066789449728,2020-09-05 15:12:35+00:00,#vishakapatnam #decathlon #SocialDistancing #COVID #coronavirus #CoronavirusIndia,people crazy vishakapatnam decathlon maintaining socialdistancing neither management worried one staff member mentioned ok scared stay long covid19 coronavirus coronavirusindia decathlon
1868,Dementos01,1302218066315575296,2020-09-05 15:12:35+00:00,,didnt tell corona virus go
1869,DelftXyz,1302218063937515520,2020-09-05 15:12:35+00:00,,bbc news coronavirus tests could picking dead virus
1870,HonderichEmily,1302218030978666496,2020-09-05 15:12:27+00:00,,read sep 5 newsletter featuring keeping canada us border closed may help keep lid coronavirus
1871,mass_sonu,1302218023135145984,2020-09-05 15:12:25+00:00,#COVID19 #coronavirus,sad statistical record 10th consecutive day since 26th august ap recorded 10000 positive cases accounts 45 lakh cases c10 national case load plus side 3 lakh people recovered covid19 coronavirus
1872,signaturetv,1302217992772751360,2020-09-05 15:12:18+00:00,,156 new cases coronavirus recorded nigeria
1873,Virgini73432660,1302217972581380096,2020-09-05 15:12:13+00:00,,record deficit complicates gop path coronavirus relief
1874,PasiVirtala,1302217961445437440,2020-09-05 15:12:10+00:00,,trump one big asshole saying corona virus keep open many people died deads world still problems
1875,lindadi1,1302217956336828416,2020-09-05 15:12:09+00:00,,really want credit bumbling coronavirus loss millions jobs trumps fault jobs went away first place
1876,SaleemFarrukh,1302217948363399168,2020-09-05 15:12:07+00:00,,1sep 2020 pm khan announces rs1100b package karachi 2mar 2020 pm imran khan announces rs 1200b relief package coronavirus cases rise 3mar 2019 pm imran announces rs162 billion development package karachi didnt know rich
1877,UniversalStats,1302217934002102272,2020-09-05 15:12:04+00:00,#COVID #coronavirus #virus,iran coronavirus covid19 report saturday september 5th 341070 confirmed cases 2245 19492 deaths 161 covid coronavirus virus
1878,QRancio,1302217932282507264,2020-09-05 15:12:03+00:00,,excluding covid19 based coronavirus
1879,Sudhaka91473221,1302217925554614272,2020-09-05 15:12:02+00:00,#mumbaiseemspok,maharashtra government allowed corona virus situation pandemic social distance lockdown rules mumbaiseemspok
1880,pattydearie,1302217925408022528,2020-09-05 15:12:02+00:00,,pattydearies blog tiffany haddish reveals tested positive coronavirus
1881,danwnews,1302217923151433728,2020-09-05 15:12:01+00:00,,coronavirus nightclub owners insist venues made covid19 safe pandemic keeps shut wearethentia lakotabristol pryzmbristol thedelticgroup
1882,Ale79Friul,1302217922258051072,2020-09-05 15:12:01+00:00,#coronavirus #Covidioti,prospettive coronavirus covidioti
1883,Crux,1302217919670226944,2020-09-05 15:12:00+00:00,,argentinas church facing continuing restrictions mass country reaches top curve covid19 coronavirus pandemic
1884,bsindia,1302217917514354688,2020-09-05 15:12:00+00:00,,karnataka soon reach goal 100000 tests per day medical education minister stay tuned coronavirus live updates
1885,NELincsCCG,1302217917451427840,2020-09-05 15:12:00+00:00,#coronavirus #Handwashing #Handwashing,handwashing still important protect others spread coronavirus remember get home outside wash hands soap water 20 seconds guidance good handwashing visit nhs page
1886,dwnews,1302217917430292480,2020-09-05 15:12:00+00:00,,smartphone app kenya taking coronavirus care directly patient
1887,akahnnyc,1302217916096671744,2020-09-05 15:11:59+00:00,,us coronavirus deaths projected double january via instapaper
1888,glockypaso,1302217915857604608,2020-09-05 15:11:59+00:00,,yea coronavirus
1889,Hazmat25,1302217904981766144,2020-09-05 15:11:57+00:00,,new york state tried shut us open match coronavirus
1890,LAPHREND63,1302217897050337280,2020-09-05 15:11:55+00:00,,march 1 1 dead april 1 6460 dead may 1 67044 dead june 1 109509 dead july 1 131013 dead aug 1 156764 dead sept 5 190698 dead key coronavirus forecast predicts 410000 total us deaths jan 1 worst yet come
1891,Nova90,1302217878385557504,2020-09-05 15:11:50+00:00,,bbc news coronavirus tests could picking dead virus
1892,NoheaRyan,1302217876687007744,2020-09-05 15:11:50+00:00,,people like coronavirus doesnt exist
1893,GraemeGoodall29,1302217873734205440,2020-09-05 15:11:49+00:00,,aye ok bbc news coronavirus tests could picking dead virus
1894,ChristianToday,1302217869430722560,2020-09-05 15:11:48+00:00,,uk government must increase overseas aid spending fight coronavirus world vision
1895,setsitstraight,1302217867753140224,2020-09-05 15:11:48+00:00,#Leronlimab #AskFDA #exciting #coronavirus,leronlimab may also coming soon leronlimab cytodyn askfda exciting coronavirus cydy
1896,KTDigital,1302217861763674112,2020-09-05 15:11:46+00:00,,coronavirus critical moment students return university bbc news pray see feeling going result deaths trauma could avoidable
1897,Sumi70608251,1302217856420065280,2020-09-05 15:11:45+00:00,,coronavirus dont want flight voucher wheres refund
1898,JohnKohut4,1302217846680772608,2020-09-05 15:11:43+00:00,,im old enough remember said coronavirus problem everybody keep partying streets chinatown
1899,oscalope,1302217842931113984,2020-09-05 15:11:42+00:00,,trumps new coronavirus adviser uses madeup statistics false claims praise white house pandemic response via yahoo
1900,RonanKelly13,1302217830113439744,2020-09-05 15:11:39+00:00,#COVID19 #coronavirus,india exceeding million covid19 coronavirus tests per day past 3 days reported 95k new cases yesterday totals 4032 million cases 69561 fatalities
1901,naegaknj,1302217828116951040,2020-09-05 15:11:38+00:00,,many different types coronavirus
1902,CorrelationSen1,1302217825197666304,2020-09-05 15:11:38+00:00,#TrumpIsALoser #ClimateChange #coronavirus,tumbling trumpisaloser speaks magazine speaks living entity sounds like many speak climatechange coronavirus say world dying emotional human vote make america great finally gork mouthed 2020
1903,RideshareAZ,1302217816473513984,2020-09-05 15:11:36+00:00,,doordash news coronavirus permanently changed tech world phone takeout orders avoid online service fees
1904,AndyVermaut,1302217807141064704,2020-09-05 15:11:33+00:00,,ultraorthodox jews clash secular israeli officials coronavirus measures
1905,EstherOnolememe,1302217799897690112,2020-09-05 15:11:32+00:00,,coronavirus 98 cases reported today midlands 103 stephenamcmahon sakinahabdul1
1906,moodysisters2,1302217798811254784,2020-09-05 15:11:31+00:00,,im depressed school starts 9 days dont wanna go teacher wants excplain lesson havent learned anything whats someone coronavirus dont even got nurse
1907,TheBlogLord83,1302217763130429440,2020-09-05 15:11:23+00:00,,life lockdown coronavirus blm inequality east london anywhere westminster
1908,Tweedledum_lad,1302217745807732736,2020-09-05 15:11:19+00:00,,china broken parts india us form front war chinese military tech yet prove mettle war xi jinping lackeys mainly india got shameless creatures world coronavirus isnt enough
1909,MadNaija1,1302217736785985536,2020-09-05 15:11:17+00:00,,nigeria records 156 new coronavirus cases
1910,USSANews,1302217732276940800,2020-09-05 15:11:16+00:00,,study everyone develops longterm coronavirus immunity infection
1911,Urylle,1302217723674587136,2020-09-05 15:11:14+00:00,,quake big one 167 like san francisco 67 118 313th day year 65th prime number like life 65 coronavirus 65 past upcoming events leading next big 911 ritual 119
1912,PaGa2so,1302217723167100928,2020-09-05 15:11:13+00:00,,coronavirus tests could picking dead virus
1913,CorrelationSen1,1302217719073378304,2020-09-05 15:11:12+00:00,#TrumpIsALoser #ClimateChange #coronavirus,tumbling trumpisaloser speaks magazine speaks living entity sounds like many speak climatechange coronavirus say world dying emotional human vote make america great finally gork mouthed 2020
1914,FabioIng,1302217713750872064,2020-09-05 15:11:11+00:00,,wave goodbye second wave coronavirus testing says oxford expert terriann williams digital health amp fitness reporter 2 sep 2020 1012 updated 2 sep 2020 1129
1915,srhrnfkfmfn,1302217710701547520,2020-09-05 15:11:10+00:00,,shine crazy coronavirus disease 2019 covid19
1916,mtba44,1302217708847628288,2020-09-05 15:11:10+00:00,,bbc news coronavirus scotland jumped gun greece quarantine bbc given orders support england tories
1917,CelioCyl,1302217702187192320,2020-09-05 15:11:08+00:00,,create virus profit coronavirus vaccines isnt weird every single organisations racing find vaccine funded bill melinda gates gut feeling never lets
1918,FabioIng,1302217699863539712,2020-09-05 15:11:08+00:00,,wave goodbye second wave coronavirus testing says oxford expert terriann williams digital health amp fitness reporter 2 sep 2020 1012 updated 2 sep 2020 1129
1919,Btupe,1302217697535512576,2020-09-05 15:11:07+00:00,#FoxNews,hillsong pastor carl lentz tests positive coronavirus symptoms real foxnews
1920,River_City,1302217684956913664,2020-09-05 15:11:04+00:00,,americans scammed democrats pushed mailin voting ballot harvesting foreigners voting back january 2019 year china coronavirus via gatewaypundit
1921,FortyTravel,1302217684663189504,2020-09-05 15:11:04+00:00,#News #Airlines,complete guide airline elite status coronavirus outbreak news airlines
1922,ArfonJ,1302217664706863104,2020-09-05 15:10:59+00:00,,10 ignoring coronavirus advice say scotland wales
1923,NgoiePado,1302217661472935936,2020-09-05 15:10:59+00:00,,pope travel outside rome first time since coronavirus pandemic article amp reuters
1924,SahalFarhan1,1302217654560845824,2020-09-05 15:10:57+00:00,,coronavirus arrests australia antilockdown protests
1925,likingitlots,1302217641889796096,2020-09-05 15:10:54+00:00,#ExtinctionRebellion,martin daubney imagine surprise extinctionrebellion spreading covid19 arent getting fined 10000 like last weekends protestors officers policing climate change protests pulled duty due flareup coronavirus
1926,SaleemFarrukh,1302217622256316416,2020-09-05 15:10:49+00:00,,1sep 2020 pm khan announces rs1100b package karachi 2mar 2020 pm imran khan announces rs 1200b relief package coronavirus cases rise 3mar 2019 pm imran announces rs162 billion development package karachi didnt know rich
1927,Vroniholzmann,1302217613888696320,2020-09-05 15:10:47+00:00,,germany good coronavirus podcast virologist christian drosten whole germany listening wish british equivalent
1928,leng_cath,1302217609161699328,2020-09-05 15:10:46+00:00,,coronavirus arrests australia antilockdown protests
1929,nickyholli,1302217604266893312,2020-09-05 15:10:45+00:00,,good idea might bring home reality people lucky know anyone badly affected coronavirus
1930,2019Coronavirus,1302217599917395968,2020-09-05 15:10:44+00:00,,coronavirus critical moment students return university
1931,2019Coronavirus,1302217598243926016,2020-09-05 15:10:44+00:00,,coronavirus arrests australia antilockdown protests
1932,WatsupAmericas,1302217591251972096,2020-09-05 15:10:42+00:00,,latest fauci approval coronavirus vaccine might come end year nbc news
1933,JamesGa96855437,1302217582657908736,2020-09-05 15:10:40+00:00,,silly start since cure flu dying coronavirus new numbers fake
1934,johnbassili,1302217572713197568,2020-09-05 15:10:38+00:00,,ive saying coronavirus tests may picking traces dead virus
1935,Orchid212X1,1302217566094422016,2020-09-05 15:10:36+00:00,,france sets daily record 9000 new coronavirus cases
1936,dating1237,1302217564270059520,2020-09-05 15:10:36+00:00,,india crosses 4 million coronavirus cases record surge
1937,dating1237,1302217559228510208,2020-09-05 15:10:34+00:00,,tech giants winners coronavirus crisis pay tax europe official says
1938,elvondrake,1302217548990210048,2020-09-05 15:10:32+00:00,,different coronavirus landscape increases risk postlabor day weekend spike via msnbc
1939,globalbreaking_,1302217546628702208,2020-09-05 15:10:31+00:00,,coronavirus critical moment students return university figures show number newly detected coronavirus infections highest among young adults via globalbreaking
1940,JustMe90935419,1302217543608930304,2020-09-05 15:10:31+00:00,,anyone using coronavirus threaten emergency essential workers faces serious criminal charges director public prosecutions warns today link thanks lmfao
1941,Guru6069,1302217536147279872,2020-09-05 15:10:29+00:00,,coronavirus reminds us deeprooted need medicinal plants
1942,Jplee0322,1302217506585636864,2020-09-05 15:10:22+00:00,,disgrace get dc help people and elitist friends yeah remember last corona virus relief package held raise house money kenedy center still fired employees recieving
1943,PostBoro,1302217497219862528,2020-09-05 15:10:20+00:00,#coronavirus #SocialDistance,vaccine ready avoid facetoface contact spreads coronavirus via nose eyes use bostapp instead communicate safely people nearby socialdistance download free apple amp google
1944,lbbdcouncil,1302217485362638848,2020-09-05 15:10:17+00:00,,got temperature isolate book coronavirus test immediately book test call 119 visit goes youve got new dry cough losschange sense taste smell
1945,michigans_thumb,1302217478823718912,2020-09-05 15:10:15+00:00,,34 confirmed coronavirus cases upper thumb recovered
1946,snowleopardess,1302217473161400320,2020-09-05 15:10:14+00:00,#coronavirus,rocket science anything done prevent coronavirus
1947,Osonda_et_al,1302217469118029824,2020-09-05 15:10:13+00:00,,covid19 adamawa chairman recovers coronavirus
1948,warrenyuill1,1302217460419039232,2020-09-05 15:10:11+00:00,,test positive corona virus cold flu snotty nose last year youre likely going test positive corona virus hundreds reported covid mutations since initial outbreak could possibly testing point
1949,thesunnigeria,1302217453922062336,2020-09-05 15:10:09+00:00,,covid19 adamawa chairman recovers coronavirus
1950,wrebfm,1302217451699163136,2020-09-05 15:10:09+00:00,,potential coronavirus vaccine go clinical trials
1951,Damion70263326,1302217446384783360,2020-09-05 15:10:07+00:00,,youre encouraging people possible symptoms coronavirus go place involving bloodborne exposure pandemic claim cannot taken seriously enough isnt nevada open yet
1952,woke38953826,1302217435517530112,2020-09-05 15:10:05+00:00,,working israel country fix coronavirus issue clean home clean others
1953,mikerass,1302217431411195904,2020-09-05 15:10:04+00:00,,coronavirus arrests australia antilockdown protests
1954,AndyVermaut,1302217427501985792,2020-09-05 15:10:03+00:00,,chinas cnbg sinovac find countries test coronavirus vaccines
1955,NHSSouthwarkCCG,1302217426898223104,2020-09-05 15:10:03+00:00,#HelpUsHelpYou,gps london working hard provide care safely please follow practices safety advice visiting appointment go gp symptoms coronavirus selfisolating helpushelpyou
1956,NHSLewishamCCG,1302217425832808448,2020-09-05 15:10:03+00:00,#HelpUsHelpYou,gps london working hard provide care safely please follow practices safety advice visiting appointment go gp symptoms coronavirus selfisolating helpushelpyou
1957,ourhealthiersel,1302217425606324224,2020-09-05 15:10:02+00:00,#HelpUsHelpYou,gps london working hard provide care safely please follow practices safety advice visiting appointment go gp symptoms coronavirus selfisolating helpushelpyou
1958,nhslambethccg,1302217425388294144,2020-09-05 15:10:02+00:00,#HelpUsHelpYou,gps london working hard provide care safely please follow practices safety advice visiting appointment go gp symptoms coronavirus selfisolating helpushelpyou
1959,mikecoulson48,1302217425094672384,2020-09-05 15:10:02+00:00,,ask mp back coronavirus emergency income support scheme trussell trust keep food banks open coronavirus crisis cooperative party
1960,ONEinAfrica,1302217423916077056,2020-09-05 15:10:02+00:00,,africans unite heal world coronavirus itsbettyg ethiopian artist havent heard yet download stream favourite music platform click listen think youre going love
1961,RoadTripSports,1302217423182082048,2020-09-05 15:10:02+00:00,#ICYMI #CollegeFootballAmerica #Coronavirus,icymi collegefootballamerica coronavirus countdown 100 days great music enters day 33 staff picks axeemjacks kaceymusgraves trailer different park kendall fosterandlloyd foster lloyd
1962,NorthantsCF,1302217422695526400,2020-09-05 15:10:02+00:00,#Coronavirus,tickets sale one voice concert saturday 21 november decotheatre aid coronavirus response amp recovery fund two performances 2pm amp 7pm featuring songs local artists tickets visit call 01604 491005
1963,StarGTANews,1302217421189574656,2020-09-05 15:10:01+00:00,,todays coronavirus news indias covid19 death toll passes 4 million mexican states run death certificates covid19 deaths
1964,WIONews,1302217414176894976,2020-09-05 15:10:00+00:00,,china national biotec group cnbg sinovac biotech ltd said saturday four countries agreed run latestage clinical tests coronavirus vaccine candidates china steps efforts global race
1965,MumbaiMirror,1302217414168412160,2020-09-05 15:10:00+00:00,#ICYMI #coronavirus #CoronaOutbreak #Covid19,icymi citys civicrun covid hospitals running ppe kits mybmc failed place orders ppe kits use covid centres two months coronavirus coronaoutbreak covid19
1966,ScottishFotoExp,1302217414134784000,2020-09-05 15:10:00+00:00,,scottish photography experience completed risk assessment coronavirus lockdown easing measures comply scottish government guidelines accepting bookings edinburgh photography tour book tour
1967,kateju9,1302217412951990272,2020-09-05 15:09:59+00:00,,people coronavirus risk blood clots strokes heart research institute lynlinking
1968,teresawonline,1302217401774342144,2020-09-05 15:09:57+00:00,,dads preexisting condition trusting donald trump paid life says kristin urquiza woman whose 65year old father died coronavirus alone icu days visiting karaoke bar
1969,davdsoul,1302217386838368256,2020-09-05 15:09:53+00:00,,add hedonistic godless attitudes exodus mix elites big part creating problem coronavirus homeless crisis tax issues wealthy los angelenos wanting celebrities running away
1970,AmandaStandish6,1302217384451870720,2020-09-05 15:09:53+00:00,,yes need joe biden white house strength fortitude make country great care curbing corona virus hold china accountable trump focused trading goods china sit trump let biden take us back
1971,barto935,1302217382417641472,2020-09-05 15:09:52+00:00,,coronavirus must gone away activity see coming white house doctors scientists seen weeks white house lying draft dodging soldier hater
1972,simonjoneser,1302217376356851712,2020-09-05 15:09:51+00:00,,happened corona virus wasnt revealed
1973,SusanEdison1,1302217349345542144,2020-09-05 15:09:44+00:00,,resurgence tests cant differentiate common cold sarscovid2 among 36 strains coronavirus
1974,ajinkya__j,1302217342064107520,2020-09-05 15:09:43+00:00,#NarendraModiPM #GDPTruth,gdp countries due corona virus gdp india due modiji narendramodi narendramodipm gdptruth
1975,clement3333,1302217338914127872,2020-09-05 15:09:42+00:00,,bbc news coronavirus tests could picking dead virus
1976,KristineAz,1302217319582633984,2020-09-05 15:09:37+00:00,,arent trying protect coronavirus rock last 100 days
1977,AvehoL,1302217302985904128,2020-09-05 15:09:33+00:00,#dataprivacy,childrens privacy risk rapid shifts online schooling coronavirus dataprivacy
1978,yourbordersnews,1302217290960769024,2020-09-05 15:09:30+00:00,,watch antimask protesters calling end government lies coronavirus pandemic large crowd gathered outside scottish parliament holding signs claiming virus hoax scam
1979,eNCA,1302217290285568000,2020-09-05 15:09:30+00:00,#eNCA,widespread coronavirus vaccination mid2021 enca
1980,NathanielQuiet,1302217286321926144,2020-09-05 15:09:29+00:00,,oh yeah almost forgot support denise walsh yesterday im telling anyone im trying allay fears people chance us hit bus dying dying coronavirus road traffic accidents contagious
1981,hadcockk,1302217283306221568,2020-09-05 15:09:29+00:00,,coronavirus test positive maybe shouldnt new york times
1982,lynneguist,1302217274535936000,2020-09-05 15:09:26+00:00,,reading annual letter charity cte divoire lovely time savour someone elses english break idioms mine fighting spray coronavirus working recycling objects 1
1983,MoloraItu,1302217256122884096,2020-09-05 15:09:22+00:00,#StopGBV #ProtectOurWomenAndChildren,waking news woman child raped andor killed never normal cant allow regular news like coronavirus become stopgbv protectourwomenandchildren
1984,frankly410,1302217245993598976,2020-09-05 15:09:20+00:00,#Sad,socalled coronavirus task force didnt even many posters sad
1985,Sudhaka91473221,1302217242570973184,2020-09-05 15:09:19+00:00,,swamyfc39 arnabgoswaml maharashtra government allowed team social distance lockdown rules covid19 corona virus situation
1986,Abdulkhaleq_UAE,1302217234421551104,2020-09-05 15:09:17+00:00,,israel highest rate world new coronavirus infections per capita tv times israel
1987,King_Triad,1302217233364660224,2020-09-05 15:09:17+00:00,,look around everyone fear wearing maskand put big boy pants face realitythe corona virus born fort dertrick bio weapons laband released world us govtand cant change truth keep fighting stop
1988,jerryhobbsMERC,1302217222237106176,2020-09-05 15:09:14+00:00,,doctors documented unexpected symptoms patients covid19 illness caused coronavirus many symptoms issues related covid19 previous reported would highly recommend reading article
1989,lazycunt,1302217211180994560,2020-09-05 15:09:11+00:00,,bbc news coronavirus critical moment students return university
1990,sophthegeek,1302217211122192384,2020-09-05 15:09:11+00:00,,people feel safe going knowing people wearing masks really think people wearing masks make people use physical shops get real werent using corona virus debenhams example struggling prior
1991,FinTechZoom,1302217203715108864,2020-09-05 15:09:10+00:00,#Fintech #Blockchain #Crypto #Cryptocurrency #ICO,new article clampdown vital credit unions must expand coronavirus fill gap published fintech zoom fintechzoom fintech blockchain crypto cryptocurrency ico
1992,ricare,1302217184937156608,2020-09-05 15:09:05+00:00,#coronavirus,top story linux open source redbridgelive part local coronavirus response sending public health related text messages residents may receive text redbridge wellbe see
1993,WeeklyGripe,1302217180717756416,2020-09-05 15:09:04+00:00,#COVIDIOTS #COVID19 #COVID19uk #Masks #mask #coronavirus,oh look hundreds dickheads doubt selfish kids bus last night covidiots covid19 covid19uk masks mask coronavirus
1994,RockCheetah,1302217179585114112,2020-09-05 15:09:04+00:00,#blog,complete guide airline elite status coronavirus outbreak blog
1995,jamaalaldin_tv,1302217177089540096,2020-09-05 15:09:03+00:00,#Sports,sports pelicans owner gayle benson cleared coronavirus diagnosis
1996,ConversationUK,1302217162094977024,2020-09-05 15:09:00+00:00,,locallyspecific approaches work best limiting school coronavirus outbreaks according research team led sir michael marmot
1997,Dcoronata,1302217122228178944,2020-09-05 15:08:50+00:00,,economically longterm effects essentially coronavirus every year
1998,CaveArma,1302217101504057344,2020-09-05 15:08:45+00:00,,football destroys lives coronavirus help destroy lives possibly
1999,SAfmnews,1302217099100774400,2020-09-05 15:08:45+00:00,#sabcnews,health minister dr zweli mkhize warned south africans chances second surge coronavirus infections increase every time adhere health prevention guidelines sabcnews
2000,medicinehelp,1302221174781272064,2020-09-05 15:24:56+00:00,,coronavirus context impact pandemic pets webmd
2001,Time2WakeUp2,1302221133895344128,2020-09-05 15:24:47+00:00,,like rolled plans coronavirus plans 911 oklahoma city bombing pearl harbor whatever microcosm false flags
2002,stujo59,1302221132259561472,2020-09-05 15:24:46+00:00,,one online platform news organization college kids busy spreading coronavirus puhlease btw dipshit committed murder left right took gun protest killed someone kid kenosha murderers
2003,politirazzi,1302221128119746560,2020-09-05 15:24:45+00:00,#StableGenius #InTrumpWeTrust,story donald trumps woefully slow response coronavirus friendly reminder everything control everything really control declared trump 29 february true believers stablegenius intrumpwetrust
2004,Scentguru,1302221124168749056,2020-09-05 15:24:44+00:00,#Covid19Symptoms #anosmia,lost sense smell taste read unusual coronavirus symptoms diarrhea covid toes covid19symptoms anosmia
2005,Dubem63,1302221121236996096,2020-09-05 15:24:44+00:00,#Ajaezefever,use complete school project utility bills school family cant afford right corona virus caused pray select bredhkn ajaezefever
2006,naveenahhhh,1302221109153034240,2020-09-05 15:24:41+00:00,,robert pattinson tested positive coronavirus
2007,TheNewDunciad,1302221103260205056,2020-09-05 15:24:39+00:00,#coronavirus #GenerationCovid,believe every health worker protected coronavirus wherever live sign petition 10downingstreet help protect generationcovid
2008,spike_philip,1302221101125316608,2020-09-05 15:24:39+00:00,,bbc news coronavirus primary schools greater risk home pupils staff
2009,Marskyblue7,1302221095546900480,2020-09-05 15:24:37+00:00,#FoxNews,coronavirus homeless crisis tax issues wealthy los angelenos wanting celebrities running away foxnews
2010,ChrisBrompton,1302221094347300864,2020-09-05 15:24:37+00:00,,ron touching others dicks thats corona virus started
2011,rovani64,1302221083324620800,2020-09-05 15:24:35+00:00,#NO_CHINA,easymoney75 everything chinaaaaaaiiiiii want power examples 5g network spying hallooooooo coronavirus whuhan military seas medication laboratory technician etcetc nochina
2012,alpine106,1302221080954908672,2020-09-05 15:24:34+00:00,,americans scammed democrats pushed mailin voting ballot harvesting foreigners voting back january 2019 year china coronavirus via gatewaypundit
2013,WeArePindula,1302221073912672256,2020-09-05 15:24:32+00:00,,coronavirus zimbabwe woods yet health experts
2014,lkat1356,1302221073849647104,2020-09-05 15:24:32+00:00,,dr fauci backed funding controversial wuhan lab studying origin coronavirus via nypost
2015,agxnyse,1302221072465444864,2020-09-05 15:24:32+00:00,,shes lying bro passes round like corona virus
2016,Nosey12398,1302221066740338688,2020-09-05 15:24:31+00:00,#SmartNews,fda rejects oleandrin unproven coronavirus therapeutic pushed mypillow ceo dietary supplement ingredient smartnews
2017,ncketters,1302221058842525696,2020-09-05 15:24:29+00:00,,trump campaign tells people attending nc rally assume risks coronavirus infection assume risk crossing street
2018,FirebrandM,1302221055055007744,2020-09-05 15:24:28+00:00,#zimat40 #lockdown2020 #covidafrica #lockdown #coronavirus,zimat40 lockdown2020 covidafrica lockdown coronavirus subscribe channel youtube firebrand
2019,DanielJ93534996,1302221038848221184,2020-09-05 15:24:24+00:00,,said coronavirus like put walmart bag head
2020,A2yearold2,1302221035501215744,2020-09-05 15:24:23+00:00,,u get sort compensation lost account compensation u mentioned given months ago coronavirus lockdown wont given
2021,Paullon93987078,1302221029046136832,2020-09-05 15:24:22+00:00,,coronavirus survivors urged donate potentially lifesaving blood plasma
2022,ResistBadOptics,1302221026185474048,2020-09-05 15:24:21+00:00,#GOP_GreedOverPeople #TrumpVirus #COVID19 #coronavirus #CoronavirusPandemic #WearAMask,moneyclass keeps getting money gopgreedoverpeople trumpvirus covid19 coronavirus coronaviruspandemic wearamask
2023,teddyg57,1302221024512094208,2020-09-05 15:24:20+00:00,,trump27s new coronavirus adviser uses madeup statistics false claims praise white house via yahoonews
2024,Hannahcondit1O,1302221016035291136,2020-09-05 15:24:18+00:00,#Coronavirus #China #Donald_Trump #COVID_19 #Newsnight,coronavirus continuing spread across world 26 million confirmed cases 188 countries 870000 people lost lives win 100 google play gift card home coronavirus china donaldtrump covid19 newsnight
2025,MssDidi,1302221001342808064,2020-09-05 15:24:15+00:00,#coronaviruschallenge #sigil #meditation #HEALING #Coronavirus #natural #recipes,coronaviruschallenge sigil meditation healing kill coronavirus contact natural recipes
2026,spike_philip,1302220989896556544,2020-09-05 15:24:12+00:00,,bbc news coronavirus university return could spark covid avalanche
2027,byLorenaBlas,1302220987816185856,2020-09-05 15:24:12+00:00,#TrumpkillsAmericans #SaturdayMorning,look awake president coronavirus realdonaldtrump haunted 188000 american souls last night voters see potus trumpkillsamericans saturdaymorning
2028,CrystalLCochren,1302220975036076032,2020-09-05 15:24:09+00:00,,according covid19tracking september 4 2020 united states 51513 new coronavirus cases
2029,NeuralNetwork_,1302220972112609280,2020-09-05 15:24:08+00:00,#InternetOfThings,beat coronavirus internet things internetofthings via
